seller_id,month,nominal_gmv,realized_cash
02dcd3e8e25bee036e32512bcf175493,2018-03,513.57,240.96
02dcd3e8e25bee036e32512bcf175493,2018-04,91.5,272.61
02dcd3e8e25bee036e32512bcf175493,2018-05,117.27,104.38499999999999
02dcd3e8e25bee036e32512bcf175493,2018-06,0.0,104.38499999999999
02dcd3e8e25bee036e32512bcf175493,2018-07,221.48,0.0
02dcd3e8e25bee036e32512bcf175493,2018-08,405.8,492.28999999999996
02ecc2a19303f05e59ce133fd923fff7,2017-06,167.2,0.0
02ecc2a19303f05e59ce133fd923fff7,2017-07,0.0,20.9
02ecc2a19303f05e59ce133fd923fff7,2017-08,0.0,20.9
02ecc2a19303f05e59ce133fd923fff7,2017-09,491.23,20.9
02ecc2a19303f05e59ce133fd923fff7,2017-10,0.0,276.267
02ecc2a19303f05e59ce133fd923fff7,2017-11,915.8399999999999,47.107
02ecc2a19303f05e59ce133fd923fff7,2017-12,977.1555624814486,332.88555624814484
02ecc2a19303f05e59ce133fd923fff7,2018-01,512.03,220.56055624814485
02ecc2a19303f05e59ce133fd923fff7,2018-02,0.0,393.388
02ecc2a19303f05e59ce133fd923fff7,2018-03,1169.64,666.5431124962897
02ecc2a19303f05e59ce133fd923fff7,2018-04,603.9,1176.8225562481448
02ecc2a19303f05e59ce133fd923fff7,2018-05,444.56,287.24255624814487
02ecc2a19303f05e59ce133fd923fff7,2018-06,0.0,386.81355624814483
02ecc2a19303f05e59ce133fd923fff7,2018-07,324.65999999999997,407.8721276767163
02ecc2a19303f05e59ce133fd923fff7,2018-08,141.25,567.2276276767162
02f5837340d7eb4f653d676c7256523a,2017-11,786.98,0.0
02f5837340d7eb4f653d676c7256523a,2017-12,883.9000000000001,402.8885714285714
02f5837340d7eb4f653d676c7256523a,2018-01,1914.94,926.4321428571429
02f5837340d7eb4f653d676c7256523a,2018-02,0.0,885.0744047619048
02f5837340d7eb4f653d676c7256523a,2018-03,201.45,636.2772619047619
02f5837340d7eb4f653d676c7256523a,2018-04,134.38,442.50708333333336
02f5837340d7eb4f653d676c7256523a,2018-05,0.0,306.19875
